time,Close,quarter,year,ROE (%),ROA (%),P/E,P/B,EPS (VND),BVPS (VND),NIM (%),Non_Interest_Income (%),NPL (%),Provision_Coverage (%),Cost_of_Funds (%),Equity_Ratio (%),Equity_on_Loan (%),CIR (%),Loan_on_Earning_Asset (%),Loan_to_Asset (%),Loan_to_Deposit (%),Deposit_Ratio (%),NPL_to_Asset (%),Credit_Growth (%),Pre_Provision_ROA (%),Post_Tax_ROA (%),equity_on_liability,eps_change,asset_on_equity,liquidity_on_liability,payable_on_equity,cancel_debt,book_value_per_share_change,Ticker,NIM (%)_Diff_QoQ,NPL (%)_Diff_QoQ,CIR (%)_Diff_QoQ,Provision_Coverage (%)_Diff_QoQ,Cost_of_Funds (%)_Diff_QoQ,Equity_Ratio (%)_Diff_QoQ,Loan_to_Deposit (%)_Diff_QoQ,Credit_Growth (%)_Diff_QoQ,Pre_Provision_ROA (%)_Diff_QoQ,Post_Tax_ROA (%)_Diff_QoQ,Non_Interest_Income (%)_Diff_QoQ,Loan_to_Asset (%)_Diff_QoQ,NPL_to_Asset (%)_Diff_QoQ,ROE (%)_Diff_QoQ,ROA (%)_Diff_QoQ,P/E_Diff_QoQ,P/B_Diff_QoQ,BVPS (VND)_Diff_QoQ,Close_Pct_Change_QoQ,Quarterly_Return,Target_Return_t+1Q,Target_Direction_t+1Q
2020-06-30,-1.5537447135146538,2,2020,-1.1637778936676761,-0.7191316957125239,-1.0625410889991123,-1.3890034948341257,1071,-1.4120440774922327,0.46055541790576504,-0.0628777375572796,-0.636435412990256,0.425527799160077,0.16359781368319998,1.9226098333849666,0.142,-0.00843263215697831,0.703,1.608768048255263,0.429894018817534,0.657,-0.4651302547095323,-1.347980156240188,0.03992140047817879,0.8177595240118903,0.1,0.115,10.7,0.327,9.7,0.008,0.061,HDB,-0.017817416127494972,0.2145319676449464,-2.494062510922448,-0.11210890889895404,-0.18768337412695654,0.5543739339504244,-0.9871983432418306,-0.4692102038167285,2.4259373020173647,1.3841345230272992,1.3917060359575146,0.1391291932564135,-0.149071198499986,0.8590726162816259,0.6544199910036868,0.8129139691771272,0.9949844793688064,-0.47703811721249856,1.6805138709548972,0.39254385964912286,0.26299212598425203,1
2020-09-30,-1.2982352968682616,3,2020,-1.2158535581703152,-0.7191316957125239,-0.28465954904220175,-0.743607931577865,1121,-1.3253103788368492,-0.1279320605293818,-0.5993668209089014,-0.14023153167582092,-0.21638174726520362,-0.07157404348640234,0.4272466296411014,0.145,1.543171684726994,0.637,-0.153216004595749,-0.6535182431389999,0.652,-0.10853039276555834,-1.2049602216724187,-1.582929949192772,-0.7677118857063185,0.1,0.047,11.4,0.392,10.4,0.008,0.052,HDB,-0.8374185579922608,0.5940885257860038,1.86396773125618,-0.6963014263645958,-0.42750101884473257,-1.4948297147591807,-1.2466124598964774,0.06153576443498042,-1.8007528507551815,-1.0613596685490534,-0.5680432799826589,-2.404437852687762,0.4223683957499599,-0.29753246710241665,-0.09816299865055328,0.8129139691771264,0.6004216685846242,-0.5730860602754178,0.9343655513031592,0.26299212598425203,0.25187032418952615,1
2020-12-31,-0.9891760024816075,4,2020,-1.8928371967046234,-2.4912776601469466,1.0118096842193167,0.22448541330652635,1105,-1.2657159342768598,-1.0106632781821052,0.8234955305888786,-1.3807412349619093,1.2100839114576425,-0.42433182924080703,-1.7089865185644173,0.139,1.8987476740129037,0.595,-1.4373738736227546,-0.14032296115958978,0.582,-1.534929840541455,-0.47396944499270627,-1.9672894793779976,-1.8753699938656168,0.1,-0.015,12.9,0.427,11.9,0.009,0.034,HDB,-1.2472191289246481,-2.062807381201404,0.5842286918862646,1.9325649022307934,-0.6673186635625119,-2.177897597662379,0.6648599786114539,0.788854313520657,-0.5688532082385601,-0.7411163815569133,1.261056081561503,-1.7480334537344215,-2.434829575499771,-1.4541375504864567,-2.3559119676132787,1.4467113010779378,0.9949844793688064,-0.8836410761788565,0.8703099536984116,0.25187032418952615,0.11155378486055789,1
2021-03-31,-0.8178163937127694,1,2021,-0.7992482421492016,-0.7191316957125239,0.7525158375670128,0.22448541330652635,1280,-1.1414908949123748,-0.7164195389645307,0.8934723675477859,-0.8845373536474739,0.14023466741550833,-0.3067459006560055,-0.8544932592822087,0.141,0.5895815316420531,0.611,-0.9595476897987546,-0.24296201755547078,0.604,-0.8217301166535069,-0.315058406584073,-0.557971202032172,0.6005716596669312,0.1,0.159,12.3,0.412,11.3,0.01,0.069,HDB,0.39198315480488943,0.5940885257860045,-1.1970297007502364,-1.2402048046946759,0.2919519153085989,1.0097525225525588,-0.07242224767017494,0.08119302251837764,1.2152773085096507,1.6607082708841499,-0.0018934775999421354,0.6724577674059941,0.9938079899999063,1.8229101857683254,2.159585970312172,-0.454680694624495,-0.1887039529837391,-0.14407191459437876,0.06216214218019117,0.11155378486055789,0.34408602150537626,1
2021-06-30,-0.23029773507675363,2,2021,-0.7471725776465624,-0.7191316957125239,2.2434554558177595,1.8379743214471784,1369,-1.0455242541420633,-0.42217579974695624,0.7068674689906999,-1.6288431756191268,1.6697228459350044,-0.3067459006560055,-0.21362331482055216,0.145,0.6703942564797599,0.62,-0.8102270073537535,-0.7675616391344247,0.642,-1.534929840541455,-0.8394648333325622,-0.6433844309622221,0.3833837953219707,0.1,0.069,11.9,0.401,10.9,0.01,0.05,HDB,0.39198315480488943,-1.3036942649192875,0.2902345882472309,2.0635046044213685,0.052134270590821166,0.7820632282514917,-0.5775971064187019,-0.7640690750676785,-0.27149812211385815,-0.14429934670792163,-0.24141839399263024,0.22117974312558047,-1.2919503869998783,-0.10476495320507621,-0.09816299865055328,1.6843853005407425,1.7841101009371698,-0.46743332290620665,1.401422781379485,0.34408602150537626,-0.10533333333333339,0
2021-09-30,-0.47203718316136434,3,2021,-0.643021248641284,-0.7191316957125239,1.0766331458823923,0.8698809765627871,1457,-0.933609804264149,-1.0106632781821052,-1.089204679621252,-1.1326392943046915,1.11498620087612,-0.6595036864104101,0.0,0.153,0.42795608196663915,0.594,-1.6165586925567559,-0.5508791867431176,0.603,-1.1783299785974808,-1.347980156240188,-0.38714474417207173,0.7091655918394102,0.1,0.065,11.8,0.426,10.8,0.01,0.056,HDB,-0.8374185579922637,0.5940885257860045,-0.05564082779869214,-0.5855062937418014,-0.6673186635625119,0.3266846396493572,0.30987224003141034,-0.7444118169842818,0.06833626202865843,0.21961347941951148,-1.7438928695467633,-1.091629054781086,0.4223683957499604,-0.008381196256405994,-0.09816299865055328,-1.5638260254509142,-1.3723923853362847,-0.2849422310866602,-1.1869910278816438,-0.10533333333333339,0.21460506706408355,1
2021-12-31,-0.03139818918435235,4,2021,-0.2784915971228096,-1.3098470171906633,1.7896912241762284,1.5152765398190478,1574,-0.8228144988850138,-1.8933944958348283,0.8001699182692429,-0.388333472333038,0.48892627288109247,-1.2474333293344173,-0.6408699444616565,0.152,0.05621754771318724,0.588,-1.945064193935758,0.863258923600148,0.531,-0.8217301166535069,-1.7293666484209074,0.018568093245666262,-0.7025555264028304,0.1,0.08,12.2,0.428,11.2,0.009,0.052,HDB,-1.2472191289246481,0.9736450839270633,-0.19399099421706137,-0.6761568567968161,-1.1469539529980655,-0.5840725375549117,1.7434765689123595,-0.5871537523171085,0.21701380509100943,-0.9449075641882745,1.6965559295482087,-0.4352246558277551,0.4223683957499599,0.4735375884869451,-0.8507459883047933,0.7336893026895267,0.6004216685846242,-0.29774862349504944,0.6556821119941314,0.21460506706408355,-0.08098159509202452,0
2022-03-31,-0.23335772809048283,1,2022,-0.382642926128088,-0.7191316957125239,0.946986222556241,0.8698809765627871,1667,-0.6756469972955564,-1.599150756617254,1.313333389301229,-0.636435412990256,0.7187457401197734,-1.2474333293344173,0.2136233148205492,0.146,0.34714335712893224,0.639,-0.4817215059747513,0.9544936403964879,0.572,-0.8217301166535069,-0.7441182102873822,-0.30173151524202163,0.40510258175646674,0.1,0.059,11.6,0.38,10.6,0.009,0.066,HDB,0.39198315480488943,-0.5445811486371712,0.5150536086770809,0.4116498998633464,0.052134270590821166,1.0097525225525557,0.15968511986292983,1.1033704428550033,-0.5051342612118382,0.7436479490430163,0.4118313779874277,2.0262918402472487,-0.149071198499986,-0.3939162240510869,0.6544199910036868,-1.1677026930129073,-0.9778295745521025,0.11845912977760031,-1.0467381107238198,-0.08098159509202452,-0.15353805073431248,0
2022-06-30,-0.5852569246693465,2,2022,-0.22641593262017037,-0.12841637423438226,-0.34948301070527743,-0.420910149949735,1804,-0.4898690104982187,-0.7164195389645307,0.7068674689906999,-1.3807412349619093,2.073888115906478,-1.1298474007496155,1.4953632037438622,0.149,0.15319281751843555,0.679,0.3544743157172545,0.9658979799960316,0.607,-1.1783299785974808,-0.15614736817544025,-0.10955175014940889,0.4919777274944509,0.1,0.082,10.9,0.338,9.9,0.009,0.078,HDB,1.2115842966696582,-1.3036942649192882,-0.0037595153918036786,1.841914339175781,0.2919519153085989,1.4651311111546932,0.06411149793753464,0.6119389907700865,0.004617315001936572,0.059491835923441365,-0.6333682571806647,1.1647610666210002,-0.7205107927499319,0.08800256069226423,0.6544199910036894,-1.7222753584261163,-1.7669551961204668,0.5602796678670285,-1.4646242780940297,-0.15353805073431248,-0.003154574132492094,0
2022-09-30,-0.5913769106968049,3,2022,0.0860380543956634,0.4622989472437593,-0.6736003190206571,-0.743607931577865,1956,-0.3592088902657537,-0.1279320605293818,0.33365767187652834,-0.8845373536474739,1.122911010091247,-1.1298474007496155,1.7089865185644144,0.151,0.2663306322912253,0.679,0.3246101792282543,1.7413930727649174,0.573,-0.8217301166535069,0.6066256161859983,-0.21631828631197153,0.5788528732324351,0.1,0.084,10.7,0.337,9.7,0.01,0.051,HDB,0.8017837257372739,0.5940885257860045,0.32482212985182324,-1.0891205329363212,0.052134270590821166,0.3266846396493572,0.9788875935091843,0.8281688296874499,-0.29273777112276544,0.059491835923441365,-0.4156183331873119,-0.024971906481920377,0.4223683957499599,0.3771538315382722,0.6544199910036894,-0.5339053611120961,-0.5832667637679204,-0.07043515824614073,-0.5984963213651793,-0.003154574132492094,-0.16693037974683556,0
