time,Open,High,Low,Close,Volume,Ticker,ROE (%),ROA (%),P/E,P/B,BVPS (VND),NIM (%),NPL (%),CIR (%),Provision_Coverage (%),Cost_of_Funds (%),Equity_Ratio (%),Loan_to_Deposit (%),Credit_Growth (%),Pre_Provision_ROA (%),Post_Tax_ROA (%),Non_Interest_Income (%),Loan_to_Asset (%),NPL_to_Asset (%),Market_Avg_Close,Market_Volatility,Market_Avg_Volume,Close_MA7,Close_MA14,Close_MA30,Volatility_14,Close_to_Open,High_to_Low,Close_Pct_Change,RSI_14,MACD,MACD_Signal,BB_Upper,BB_Lower,Momentum_20D,ROE_Diff,P_E_Diff,PE_to_Close,NPL_Diff,NPL_MA4,NIM_Diff,NIM_MA4,CIR_Diff,CIR_MA4,Credit_Growth_Diff,Credit_Growth_MA4,NIM_CIR_Ratio,Risk_Coverage_Ratio,NPL_Trend,Credit_Loss_Impact,Net_Spread,Asset_Deployment,Capital_Risk_Buffer,LDR_Sustainability,Target_Close_t+1,Target_Direction_t+1,Target_Close_t+3,Target_Direction_t+3,Target_Close_t+5,Target_Direction_t+5
2020-01-06,0.08753419304415788,0.08110236220472442,0.09349258649093906,0.08771929824561406,0.011754099865352051,MBB,0.11111111111111116,0.09090909090909083,0.0,0.0,0.0,0.5294117647058827,0.47058823529411764,0.39877300613496924,0.14457831325301207,0.6666666666666667,0.5294117647058822,0.45945945945945965,0.0,0.6865671641791047,0.09049773755656121,0.5523809523809525,0.12222222222222268,0.41666666666666663,0.10287617317590075,0.42320778971156847,1614452.1818181819,0.3489652668522327,0.34615502404067,0.3468351822970309,0.07467465675129063,0.3272727079802511,0.07979020198638587,0.5037265951645151,0.0,0.263264005903886,0.26617905647768114,0.31775424710470823,0.35604429226169554,0.348757497857755,0.4285714285714285,0.46376811594202916,0.36288438960107855,0.5,,0.6999999999999998,,0.6589595375722543,,0.4866071428571429,,0.15479876160990713,61.0,,0.268,0.010000000000000002,0.6105002,6.75,98.97,0.0885352917176663,1,0.0889432884536924,1,0.09179926560587517,2
2020-01-07,0.08597108245408364,0.08070866141732286,0.09225700164744643,0.0885352917176663,0.012397834052304473,MBB,0.11111111111111116,0.09090909090909083,0.0,0.0,0.0,0.5294117647058827,0.47058823529411764,0.39877300613496924,0.14457831325301207,0.6666666666666667,0.5294117647058822,0.45945945945945965,0.0,0.6865671641791047,0.09049773755656121,0.5523809523809525,0.12222222222222268,0.41666666666666663,0.10623675446563735,0.4333148141834171,1528745.9090909092,0.3489652668522327,0.34615502404067,0.3468351822970309,0.07467465675129063,0.37705377643504523,0.10309526098240873,0.5270810591535973,0.0,0.2638219662306591,0.26631145023150227,0.31775424710470823,0.35604429226169554,0.348757497857755,0.4285714285714285,0.46376811594202916,0.36064366318527036,0.5,,0.6999999999999998,,0.6589595375722543,,0.4866071428571429,,0.15479876160990713,61.0,,0.268,0.010000000000000002,0.6105002,6.75,98.97,0.08486332109343125,0,0.09302325581395351,2,0.09424724602203186,2
2020-01-08,0.08362641656897224,0.07913385826771654,0.09060955518945632,0.08486332109343125,0.025114140791412536,MBB,0.11111111111111116,0.09090909090909083,0.0,0.0,0.0,0.5294117647058827,0.47058823529411764,0.39877300613496924,0.14457831325301207,0.6666666666666667,0.5294117647058822,0.45945945945945965,0.0,0.6865671641791047,0.09049773755656121,0.5523809523809525,0.12222222222222268,0.41666666666666663,0.10360278534665462,0.43072015591455304,3120679.090909091,0.3489652668522327,0.34615502404067,0.3468351822970309,0.07467465675129063,0.35175182841876573,0.10378027932780842,0.3989755173215032,0.0,0.2617419346421048,0.26592381188163916,0.31775424710470823,0.35604429226169554,0.348757497857755,0.4285714285714285,0.46376811594202916,0.3708441793688623,0.5,,0.6999999999999998,,0.6589595375722543,,0.4866071428571429,,0.15479876160990713,61.0,,0.268,0.010000000000000002,0.6105002,6.75,98.97,0.0889432884536924,2,0.09179926560587517,2,0.09383924928600576,2
2020-01-09,0.08518952715904649,0.08070866141732286,0.0910214168039539,0.0889432884536924,0.017676695001483528,MBB,0.11111111111111116,0.09090909090909083,0.0,0.0,0.0,0.5294117647058827,0.47058823529411764,0.39877300613496924,0.14457831325301207,0.6666666666666667,0.5294117647058822,0.45945945945945965,0.0,0.6865671641791047,0.09049773755656121,0.5523809523809525,0.12222222222222268,0.41666666666666663,0.1147441719648804,0.46682717951731045,2780898.090909091,0.3489652668522327,0.34615502404067,0.3468351822970309,0.07467465675129063,0.402189537600643,0.1381442303047864,0.6218567327837097,0.0,0.2629194274389182,0.26589309864989524,0.31775424710470823,0.35604429226169554,0.348757497857755,0.4285714285714285,0.46376811594202916,0.3595287919538756,0.5,0.016,0.6999999999999998,0.05,0.6589595375722543,0.323,0.4866071428571429,0.082,0.15479876160990713,61.0,0.0,0.268,0.010000000000000002,0.6105002,6.75,98.97,0.09302325581395351,2,0.09424724602203186,2,0.10036719706242356,2
2020-01-10,0.08753419304415788,0.08661417322834644,0.09596375617792424,0.09302325581395351,0.06318305613247818,MBB,0.11111111111111116,0.09090909090909083,0.0,0.0,0.0,0.5294117647058827,0.47058823529411764,0.39877300613496924,0.14457831325301207,0.6666666666666667,0.5294117647058822,0.45945945945945965,0.0,0.6865671641791047,0.09049773755656121,0.5523809523809525,0.12222222222222268,0.41666666666666663,0.12403875264910696,0.4862530896128743,5540800.2727272725,0.3489652668522327,0.34615502404067,0.3468351822970309,0.07467465675129063,0.4351316896323034,0.16931091641013563,0.6199265017768596,0.0,0.26663569298441697,0.2667503297305974,0.31775424710470823,0.35604429226169554,0.348757497857755,0.4285714285714285,0.46376811594202916,0.348577243362522,0.5,0.016,0.6999999999999998,0.05,0.6589595375722543,0.323,0.4866071428571429,0.082,0.15479876160990713,61.0,0.0,0.268,0.010000000000000002,0.6105002,6.75,98.97,0.09179926560587517,1,0.09383924928600576,1,0.10036719706242356,2
2020-01-13,0.09105119187182492,0.08582677165354333,0.09719934102141681,0.09179926560587517,0.014439977854031526,MBB,0.11111111111111116,0.09090909090909083,0.0,0.0,0.0,0.5294117647058827,0.47058823529411764,0.39877300613496924,0.14457831325301207,0.6666666666666667,0.5294117647058822,0.45945945945945965,0.0,0.6865671641791047,0.09049773755656121,0.5523809523809525,0.12222222222222268,0.41666666666666663,0.12028458976687867,0.47446707764744844,2274633.8181818184,0.3489652668522327,0.34615502404067,0.3468351822970309,0.07467465675129063,0.33616788287241484,0.11232601250510665,0.4694270728911609,0.0,0.26867193276972784,0.26791927695621154,0.31775424710470823,0.35604429226169554,0.348757497857755,0.4285714285714285,0.46376811594202916,0.351825554059408,0.5,0.016,0.6999999999999998,0.05,0.6589595375722543,0.323,0.4866071428571429,0.082,0.15479876160990713,61.0,0.0,0.268,0.010000000000000002,0.6105002,6.75,98.97,0.09424724602203186,1,0.10036719706242356,2,0.10036719706242356,2
2020-01-14,0.08909730363423213,0.08661417322834644,0.09719934102141681,0.09424724602203186,0.028499696226383108,MBB,0.11111111111111116,0.09090909090909083,0.0,0.0,0.0,0.5294117647058827,0.47058823529411764,0.39877300613496924,0.14457831325301207,0.6666666666666667,0.5294117647058822,0.45945945945945965,0.0,0.6865671641791047,0.09049773755656121,0.5523809523809525,0.12222222222222268,0.41666666666666663,0.12194974265818959,0.4726723209802235,2477890.727272727,0.0817499697446448,0.34615502404067,0.3468351822970309,0.07467465675129063,0.4265131578562045,0.13479121500612656,0.5726581068091885,0.0,0.27187952951499583,0.26961553862433313,0.31775424710470823,0.35604429226169554,0.348757497857755,0.4285714285714285,0.46376811594202916,0.3453601164483259,0.5,0.016,0.6999999999999998,0.05,0.6589595375722543,0.323,0.4866071428571429,0.082,0.15479876160990713,61.0,0.0,0.268,0.010000000000000002,0.6105002,6.75,98.97,0.09383924928600576,1,0.10036719706242356,2,0.1068951448388413,2
2020-01-15,0.09144196951934347,0.08582677165354333,0.099670510708402,0.09383924928600576,0.02049070110026126,MBB,0.11111111111111116,0.09090909090909083,0.0,0.0,0.0,0.5294117647058827,0.47058823529411764,0.39877300613496924,0.14457831325301207,0.6666666666666667,0.5294117647058822,0.45945945945945965,0.0,0.6865671641791047,0.09049773755656121,0.5523809523809525,0.12222222222222268,0.41666666666666663,0.12367544656372997,0.4792643846836542,2245777.909090909,0.08265763040058086,0.34615502404067,0.3468351822970309,0.07467465675129063,0.36888968120845966,0.044498381877022375,0.49234830030903476,0.0,0.2740154411194276,0.2714793606148059,0.31775424710470823,0.35604429226169554,0.348757497857755,0.4285714285714285,0.46376811594202916,0.34642905498498716,0.5,0.016,0.6999999999999998,0.05,0.6589595375722543,0.323,0.4866071428571429,0.082,0.15479876160990713,61.0,0.0,0.268,0.010000000000000002,0.6105002,6.75,98.97,0.10036719706242356,2,0.10036719706242356,2,0.10485516115871077,2
2020-01-16,0.09222352481438059,0.09212598425196855,0.10008237232289952,0.10036719706242356,0.05953600248219641,MBB,0.11111111111111116,0.09090909090909083,0.0,0.0,0.0,0.5294117647058827,0.47058823529411764,0.39877300613496924,0.14457831325301207,0.6666666666666667,0.5294117647058822,0.45945945945945965,0.0,0.6865671641791047,0.09049773755656121,0.5523809523809525,0.12222222222222268,0.41666666666666663,0.13487738419618533,0.5061009357088568,4285874.545454546,0.08441244100205733,0.34615502404067,0.3468351822970309,0.07467465675129063,0.482848471356915,0.21102912621359238,0.6860710640023496,0.0,0.28003003527308945,0.27439757110588425,0.31775424710470823,0.35604429226169554,0.348757497857755,0.4285714285714285,0.46376811594202916,0.32972689034965447,0.5,0.016,0.6999999999999998,0.05,0.6589595375722543,0.323,0.4866071428571429,0.082,0.15479876160990713,61.0,0.0,0.268,0.010000000000000002,0.6105002,6.75,98.97,0.10036719706242356,1,0.1068951448388413,2,0.09139126886984908,0
2020-01-17,0.09769441187964048,0.09330708661417325,0.10502471169686989,0.10036719706242356,0.030376588280478397,MBB,0.11111111111111116,0.09090909090909083,0.0,0.0,0.0,0.5294117647058827,0.47058823529411764,0.39877300613496924,0.14457831325301207,0.6666666666666667,0.5294117647058822,0.45945945945945965,0.0,0.6865671641791047,0.09049773755656121,0.5523809523809525,0.12222222222222268,0.41666666666666663,0.14099303663336366,0.5524805409101647,3235218.727272727,0.0867118479970955,0.34615502404067,0.3468351822970309,0.07467465675129063,0.3690934651766735,0.10897562908658553,0.5037265951645151,0.0,0.28455125827816113,0.2778049428089137,0.31775424710470823,0.35604429226169554,0.348757497857755,0.4285714285714285,0.46376811594202916,0.32972689034965447,0.5,0.016,0.6999999999999998,0.05,0.6589595375722543,0.323,0.4866071428571429,0.082,0.15479876160990713,61.0,0.0,0.268,0.010000000000000002,0.6105002,6.75,98.97,0.10036719706242356,1,0.10485516115871077,2,0.0860873113015096,0
