time,Close,Volume,Ticker_x,quarter,year,ROE (%),ROA (%),P/E,P/B,EPS (VND),BVPS (VND),NIM (%),Non_Interest_Income (%),NPL (%),Provision_Coverage (%),Cost_of_Funds (%),Equity_Ratio (%),Equity_on_Loan (%),CIR (%),Loan_on_Earning_Asset (%),Loan_to_Asset (%),Loan_to_Deposit (%),Deposit_Ratio (%),NPL_to_Asset (%),Credit_Growth (%),Pre_Provision_ROA (%),Post_Tax_ROA (%),equity_on_liability,eps_change,asset_on_equity,liquidity_on_liability,payable_on_equity,cancel_debt,book_value_per_share_change,Ticker_y,Ticker,Close_MA7,Close_MA14,Close_MA30,Close_to_Open,High_to_Low,Volatility_14,Close_Pct_Change,RSI_14,MACD,MACD_Signal,BB_Upper,BB_Lower,Close_MA100,Close_MA200,Volatility_60,RSI_30,time_index,month,day_of_year,day_of_week,Close_lag_90,Close_lag_365,NPL_Diff,NPL_MA4,NIM_Diff,NIM_MA4,CIR_Diff,CIR_MA4,Credit_Growth_Diff,Credit_Growth_MA4,NIM_CIR_Ratio,NPL_Trend,Target_Direction_t+1,Target_Direction_t+3,Target_Direction_t+5,Target_Direction_t+30,Target_Direction_t+60,Target_Direction_t+90
2018-01-05,0.3464770523594052,1.0,HDB,0.0,2018,0.0,0.0,1.0,1.0,0.07624768946395566,0.2920451755462804,0.13333333333333375,0.8607594936708858,0.36363636363636376,0.2603092783505154,0.5357142857142856,0.35294117647058876,0.3461538461538467,0.5353982300884956,0.45901639344262346,0.5630252100840334,0.36314363143631434,0.5194805194805197,0.4285714285714286,0.8744588744588744,0.46111111111111125,0.5658914728682172,0.0,1.0,0.6086956521739131,0.6111111111111112,0.6086956521739131,0.16666666666666674,0.9832089552238805,HDB,HDB,0.5331017178150936,0.5375124875124877,0.5465806295983597,0.5313064637678515,0.5710766198571068,0.24168556761701257,0.5020617754609812,0.530217140675636,0.4258661873582058,0.42873069059623403,0.5269442461151701,0.5551743810175251,0.5348518916805163,0.6038037636482394,0.39315256459272113,0.5359583637557455,0.0,0.0,0.008241758241758244,1.0,0.5993975903614459,0.5075301204819278,0.5555555555555556,0.36363636363636376,0.37500000000000033,0.6000000000000001,0.6070038910505836,0.2654867256637168,0.3854166666666667,0.4848484848484848,0.2120113757540959,1.0,1,2,2,2,2,0
2018-01-08,0.34841628959276016,0.1031307607827259,HDB,0.0,2018,0.0,0.0,1.0,1.0,0.07624768946395566,0.2920451755462804,0.13333333333333375,0.8607594936708858,0.36363636363636376,0.2603092783505154,0.5357142857142856,0.35294117647058876,0.3461538461538467,0.5353982300884956,0.45901639344262346,0.5630252100840334,0.36314363143631434,0.5194805194805197,0.4285714285714286,0.8744588744588744,0.46111111111111125,0.5658914728682172,0.0,1.0,0.6086956521739131,0.6111111111111112,0.6086956521739131,0.16666666666666674,0.9832089552238805,HDB,HDB,0.5331017178150936,0.5375124875124877,0.5465806295983597,0.41689995481887615,0.06930243126562236,0.24168556761701257,0.5239649476692327,0.530217140675636,0.4273951880161263,0.42909758746323884,0.5269442461151701,0.5551743810175251,0.5348518916805163,0.6038037636482394,0.39315256459272113,0.5359583637557455,0.0006265664160401002,0.0,0.016483516483516484,0.0,0.5993975903614459,0.5075301204819278,0.5555555555555556,0.36363636363636376,0.37500000000000033,0.6000000000000001,0.6070038910505836,0.2654867256637168,0.3854166666666667,0.4848484848484848,0.2120113757540959,1.0,1,2,2,2,2,0
2018-01-09,0.34906270200387846,0.1408853219797236,HDB,0.0,2018,0.0,0.0,1.0,1.0,0.07624768946395566,0.2920451755462804,0.13333333333333375,0.8607594936708858,0.36363636363636376,0.2603092783505154,0.5357142857142856,0.35294117647058876,0.3461538461538467,0.5353982300884956,0.45901639344262346,0.5630252100840334,0.36314363143631434,0.5194805194805197,0.4285714285714286,0.8744588744588744,0.46111111111111125,0.5658914728682172,0.0,1.0,0.6086956521739131,0.6111111111111112,0.6086956521739131,0.16666666666666674,0.9832089552238805,HDB,HDB,0.5331017178150936,0.5375124875124877,0.5465806295983597,0.45981005999475005,0.15516244652561015,0.24168556761701257,0.5093405054710626,0.530217140675636,0.4290853653815765,0.4297966775619647,0.5269442461151701,0.5551743810175251,0.5348518916805163,0.6038037636482394,0.39315256459272113,0.5359583637557455,0.0012531328320802004,0.0,0.019230769230769232,0.25,0.5993975903614459,0.5075301204819278,0.5555555555555556,0.36363636363636376,0.37500000000000033,0.6000000000000001,0.6070038910505836,0.2654867256637168,0.3854166666666667,0.4848484848484848,0.2120113757540959,1.0,2,2,2,2,2,0
2018-01-10,0.35811247575953453,0.27094623316031125,HDB,0.0,2018,0.0,0.0,1.0,1.0,0.07624768946395566,0.2920451755462804,0.13333333333333375,0.8607594936708858,0.36363636363636376,0.2603092783505154,0.5357142857142856,0.35294117647058876,0.3461538461538467,0.5353982300884956,0.45901639344262346,0.5630252100840334,0.36314363143631434,0.5194805194805197,0.4285714285714286,0.8744588744588744,0.46111111111111125,0.5658914728682172,0.0,1.0,0.6086956521739131,0.6111111111111112,0.6086956521739131,0.16666666666666674,0.9832089552238805,HDB,HDB,0.5331017178150936,0.5375124875124877,0.5465806295983597,0.6075646056748106,0.21048999309868896,0.24168556761701257,0.6038602255205068,0.530217140675636,0.4375082290313711,0.4323770882639473,0.5269442461151701,0.5551743810175251,0.5348518916805163,0.6038037636482394,0.39315256459272113,0.5359583637557455,0.0018796992481203006,0.0,0.02197802197802198,0.5,0.5993975903614459,0.5075301204819278,0.5555555555555556,0.36363636363636376,0.37500000000000033,0.13333333333333375,0.6070038910505836,0.5353982300884956,0.3854166666666667,0.8744588744588744,0.2120113757540959,1.0,2,2,2,2,2,0
2018-01-11,0.39301874595992237,0.3066052162475769,HDB,0.0,2018,0.0,0.0,1.0,1.0,0.07624768946395566,0.2920451755462804,0.13333333333333375,0.8607594936708858,0.36363636363636376,0.2603092783505154,0.5357142857142856,0.35294117647058876,0.3461538461538467,0.5353982300884956,0.45901639344262346,0.5630252100840334,0.36314363143631434,0.5194805194805197,0.4285714285714286,0.8744588744588744,0.46111111111111125,0.5658914728682172,0.0,1.0,0.6086956521739131,0.6111111111111112,0.6086956521739131,0.16666666666666674,0.9832089552238805,HDB,HDB,0.5331017178150936,0.5375124875124877,0.5465806295983597,0.7302877088970054,0.3674698795180712,0.24168556761701257,0.8891937469007747,0.530217140675636,0.47149667773147974,0.4425972376080984,0.5269442461151701,0.5551743810175251,0.5348518916805163,0.6038037636482394,0.39315256459272113,0.5359583637557455,0.002506265664160401,0.0,0.024725274725274728,0.75,0.5993975903614459,0.5075301204819278,0.5555555555555556,0.36363636363636376,0.37500000000000033,0.13333333333333375,0.6070038910505836,0.5353982300884956,0.3854166666666667,0.8744588744588744,0.2120113757540959,1.0,2,2,2,2,2,0
2018-01-12,0.44020685197155784,0.5810967614329171,HDB,0.0,2018,0.0,0.0,1.0,1.0,0.07624768946395566,0.2920451755462804,0.13333333333333375,0.8607594936708858,0.36363636363636376,0.2603092783505154,0.5357142857142856,0.35294117647058876,0.3461538461538467,0.5353982300884956,0.45901639344262346,0.5630252100840334,0.36314363143631434,0.5194805194805197,0.4285714285714286,0.8744588744588744,0.46111111111111125,0.5658914728682172,0.0,1.0,0.6086956521739131,0.6111111111111112,0.6086956521739131,0.16666666666666674,0.9832089552238805,HDB,HDB,0.5331017178150936,0.5375124875124877,0.5465806295983597,0.8117530985403787,0.45743557245458377,0.24168556761701257,0.9984919585199672,0.530217140675636,0.5348114812936734,0.4659662891084373,0.5269442461151701,0.5551743810175251,0.5348518916805163,0.6038037636482394,0.39315256459272113,0.5359583637557455,0.003132832080200501,0.0,0.027472527472527472,1.0,0.5993975903614459,0.5075301204819278,0.5555555555555556,0.36363636363636376,0.37500000000000033,0.13333333333333375,0.6070038910505836,0.5353982300884956,0.3854166666666667,0.8744588744588744,0.2120113757540959,1.0,1,0,0,0,2,0
2018-01-15,0.44085326438267614,0.2036837338240093,HDB,0.0,2018,0.0,0.0,1.0,1.0,0.07624768946395566,0.2920451755462804,0.13333333333333375,0.8607594936708858,0.36363636363636376,0.2603092783505154,0.5357142857142856,0.35294117647058876,0.3461538461538467,0.5353982300884956,0.45901639344262346,0.5630252100840334,0.36314363143631434,0.5194805194805197,0.4285714285714286,0.8744588744588744,0.46111111111111125,0.5658914728682172,0.0,1.0,0.6086956521739131,0.6111111111111112,0.6086956521739131,0.16666666666666674,0.9832089552238805,HDB,HDB,0.3749276201505502,0.5375124875124877,0.5465806295983597,0.4544128373450031,0.2618828580190122,0.24168556761701257,0.5084201317743282,0.530217140675636,0.5836852216949217,0.4963892049432061,0.5269442461151701,0.5551743810175251,0.5348518916805163,0.6038037636482394,0.39315256459272113,0.5359583637557455,0.0037593984962406013,0.0,0.03571428571428572,0.0,0.5993975903614459,0.5075301204819278,0.5555555555555556,0.36363636363636376,0.37500000000000033,0.13333333333333375,0.6070038910505836,0.5353982300884956,0.3854166666666667,0.8744588744588744,0.2120113757540959,1.0,0,0,1,0,2,0
2018-01-16,0.43244990303813824,0.19471891960202334,HDB,0.0,2018,0.0,0.0,1.0,1.0,0.07624768946395566,0.2920451755462804,0.13333333333333375,0.8607594936708858,0.36363636363636376,0.2603092783505154,0.5357142857142856,0.35294117647058876,0.3461538461538467,0.5353982300884956,0.45901639344262346,0.5630252100840334,0.36314363143631434,0.5194805194805197,0.4285714285714286,0.8744588744588744,0.46111111111111125,0.5658914728682172,0.0,1.0,0.6086956521739131,0.6111111111111112,0.6086956521739131,0.16666666666666674,0.9832089552238805,HDB,HDB,0.3877629801196681,0.5375124875124877,0.5465806295983597,0.4976542881386664,0.11728395061728349,0.24168556761701257,0.4194766830957102,0.530217140675636,0.6135524367157194,0.5278944329033968,0.5269442461151701,0.5551743810175251,0.5348518916805163,0.6038037636482394,0.39315256459272113,0.5359583637557455,0.0043859649122807015,0.0,0.038461538461538464,0.25,0.5993975903614459,0.5075301204819278,0.5555555555555556,0.36363636363636376,0.37500000000000033,0.13333333333333375,0.6070038910505836,0.5353982300884956,0.3854166666666667,0.8744588744588744,0.2120113757540959,1.0,0,2,2,0,2,0
2018-01-17,0.39625080801551393,0.17992660353332665,HDB,0.0,2018,0.0,0.0,1.0,1.0,0.07624768946395566,0.2920451755462804,0.13333333333333375,0.8607594936708858,0.36363636363636376,0.2603092783505154,0.5357142857142856,0.35294117647058876,0.3461538461538467,0.5353982300884956,0.45901639344262346,0.5630252100840334,0.36314363143631434,0.5194805194805197,0.4285714285714286,0.8744588744588744,0.46111111111111125,0.5658914728682172,0.0,1.0,0.6086956521739131,0.6111111111111112,0.6086956521739131,0.16666666666666674,0.9832089552238805,HDB,HDB,0.3949044585987261,0.5375124875124877,0.5465806295983597,0.19660177093589398,0.3597682991047907,0.24168556761701257,0.14214790342334654,0.530217140675636,0.6062724561533226,0.551351721281437,0.5269442461151701,0.5551743810175251,0.5348518916805163,0.6038037636482394,0.39315256459272113,0.5359583637557455,0.005012531328320802,0.0,0.04120879120879121,0.5,0.5993975903614459,0.5075301204819278,0.5555555555555556,0.36363636363636376,0.37500000000000033,0.13333333333333375,0.6070038910505836,0.5353982300884956,0.3854166666666667,0.8744588744588744,0.2120113757540959,1.0,2,2,2,1,2,2
2018-01-18,0.41693600517129914,0.1667811901604395,HDB,0.0,2018,0.0,0.0,1.0,1.0,0.07624768946395566,0.2920451755462804,0.13333333333333375,0.8607594936708858,0.36363636363636376,0.2603092783505154,0.5357142857142856,0.35294117647058876,0.3461538461538467,0.5353982300884956,0.45901639344262346,0.5630252100840334,0.36314363143631434,0.5194805194805197,0.4285714285714286,0.8744588744588744,0.46111111111111125,0.5658914728682172,0.0,1.0,0.6086956521739131,0.6111111111111112,0.6086956521739131,0.16666666666666674,0.9832089552238805,HDB,HDB,0.4050376375217141,0.5375124875124877,0.5465806295983597,0.630566487230047,0.3750809061488658,0.24168556761701257,0.7186436640642644,0.530217140675636,0.6148221961345548,0.5721691356745433,0.5269442461151701,0.5551743810175251,0.5348518916805163,0.6038037636482394,0.39315256459272113,0.5359583637557455,0.005639097744360902,0.0,0.04395604395604396,0.75,0.5993975903614459,0.5075301204819278,0.5555555555555556,0.36363636363636376,0.37500000000000033,0.13333333333333375,0.6070038910505836,0.5353982300884956,0.3854166666666667,0.8744588744588744,0.2120113757540959,1.0,2,2,2,0,2,0
