time,Close,Volume,Ticker_x,quarter,year,ROE (%),ROA (%),P/E,P/B,EPS (VND),BVPS (VND),NIM (%),Non_Interest_Income (%),NPL (%),Provision_Coverage (%),Cost_of_Funds (%),Equity_Ratio (%),Equity_on_Loan (%),CIR (%),Loan_on_Earning_Asset (%),Loan_to_Asset (%),Loan_to_Deposit (%),Deposit_Ratio (%),NPL_to_Asset (%),Credit_Growth (%),Pre_Provision_ROA (%),Post_Tax_ROA (%),equity_on_liability,eps_change,asset_on_equity,liquidity_on_liability,payable_on_equity,cancel_debt,book_value_per_share_change,Ticker_y,Ticker,Close_MA7,Close_MA14,Close_MA30,Close_to_Open,High_to_Low,Volatility_14,Close_Pct_Change,RSI_14,MACD,MACD_Signal,BB_Upper,BB_Lower,Close_MA100,Close_MA200,Volatility_60,RSI_30,time_index,month,day_of_year,day_of_week,Close_lag_90,Close_lag_365,NPL_Diff,NPL_MA4,NIM_Diff,NIM_MA4,CIR_Diff,CIR_MA4,Credit_Growth_Diff,Credit_Growth_MA4,NIM_CIR_Ratio,NPL_Trend,Target_Direction_t+1,Target_Direction_t+3,Target_Direction_t+5,Target_Direction_t+30,Target_Direction_t+60,Target_Direction_t+90
2010-01-04,-0.08943089430894335,0.3184298164812584,STB,-1.0,2010,0.032786885245901676,1.625,0.0,0.0,-0.21875,-1.1037357209015128,0.2500000000000001,0.6712328767123286,-0.9090909090909093,0.7876254180602007,0.0,0.5588235294117647,0.7090909090909091,-0.700564971751412,-1.0444444444444445,-0.7631578947368421,1.010526315789473,-1.544303797468355,-1.3333333333333333,4.523809523809524,0.7751937984496122,1.6771653543307083,0.0,0.2605042016806723,-0.5,2.0,-0.5,-1.25,-3.724137931034482,STB,STB,0.27842024874536375,0.27802201794862447,0.272312997071717,2.5883812110300672,1.488556482559262,0.19518033814551156,0.0,0.024769362657819146,0.05215187714218176,0.05086160732859904,0.2762535848404767,0.2964763862766758,0.24957310300237098,0.19431191364485711,0.2212625952014824,0.06922391055976712,-1.0,-1.0,-1.0223463687150838,-1.0,0.24518201284796565,0.22571428571428548,0.0,0.18181818181818168,0.0,0.2500000000000001,0.0,-0.1540740740740735,0.0,-0.10843373493975879,0.3773963660102275,1.0,1.0,,0.0,0.0,0.0,0.0
2010-01-05,-0.020325203252032808,0.7978815838798334,STB,-1.0,2010,0.032786885245901676,1.625,0.0,0.0,-0.21875,-1.1037357209015128,0.2500000000000001,0.6712328767123286,-0.9090909090909093,0.7876254180602007,0.0,0.5588235294117647,0.7090909090909091,-0.700564971751412,-1.0444444444444445,-0.7631578947368421,1.010526315789473,-1.544303797468355,-1.3333333333333333,4.523809523809524,0.7751937984496122,1.6771653543307083,0.0,0.2605042016806723,-0.5,2.0,-0.5,-1.25,-3.724137931034482,STB,STB,0.27842024874536375,0.27802201794862447,0.272312997071717,-0.8005583196379993,0.7003763600137931,0.19518033814551156,1.4477882174509142,0.024769362657819146,0.125885187125842,0.06602363990803271,0.2762535848404767,0.2964763862766758,0.24957310300237098,0.19431191364485711,0.2212625952014824,0.06922391055976712,-0.9993748046264458,-1.0,-1.0167597765363128,-0.5,0.24518201284796565,0.22571428571428548,0.0,0.18181818181818168,0.0,0.2500000000000001,0.0,-0.1540740740740735,0.0,-0.10843373493975879,0.3773963660102275,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-06,-0.07926829268292694,0.1511146860515702,STB,-1.0,2010,0.032786885245901676,1.625,0.0,0.0,-0.21875,-1.1037357209015128,0.2500000000000001,0.6712328767123286,-0.9090909090909093,0.7876254180602007,0.0,0.5588235294117647,0.7090909090909091,-0.700564971751412,-1.0444444444444445,-0.7631578947368421,1.010526315789473,-1.544303797468355,-1.3333333333333333,4.523809523809524,0.7751937984496122,1.6771653543307083,0.0,0.2605042016806723,-0.5,2.0,-0.5,-1.25,-3.724137931034482,STB,STB,0.27842024874536375,0.27802201794862447,0.272312997071717,-0.9796555563633338,0.0756511963255257,0.19518033814551156,-1.201818454523166,0.024769362657819146,0.11992300813017731,0.0769272427237868,0.2762535848404767,0.2964763862766758,0.24957310300237098,0.19431191364485711,0.2212625952014824,0.06922391055976712,-0.9987496092528916,-1.0,-1.011173184357542,0.0,0.24518201284796565,0.22571428571428548,0.0,0.18181818181818168,0.0,0.2500000000000001,0.0,-0.1540740740740735,0.0,-0.10843373493975879,0.3773963660102275,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-07,-0.13008130081300825,0.19908187189828944,STB,-1.0,2010,0.032786885245901676,1.625,0.0,0.0,-0.21875,-1.1037357209015128,0.2500000000000001,0.6712328767123286,-0.9090909090909093,0.7876254180602007,0.0,0.5588235294117647,0.7090909090909091,-0.700564971751412,-1.0444444444444445,-0.7631578947368421,1.010526315789473,-1.544303797468355,-1.3333333333333333,4.523809523809524,0.7751937984496122,1.6771653543307083,0.0,0.2605042016806723,-0.5,2.0,-0.5,-1.25,-3.724137931034482,STB,STB,0.27842024874536375,0.27802201794862447,0.272312997071717,-1.0402097424788614,0.31812674170578437,0.19518033814551156,-1.0602610778601953,0.024769362657819146,0.06026379558363231,0.07338219716337684,0.2762535848404767,0.2964763862766758,0.24957310300237098,0.19431191364485711,0.2212625952014824,0.06922391055976712,-0.9981244138793373,-1.0,-1.005586592178771,0.5,0.24518201284796565,0.22571428571428548,0.0,-0.9090909090909093,0.0,0.2500000000000001,0.0,-0.7348148148148141,0.0,4.578313253012048,0.3773963660102275,1.0,,0.0,0.0,0.0,0.0,0.0
2010-01-08,-0.11991869918699184,0.5393141629790197,STB,-1.0,2010,0.032786885245901676,1.625,0.0,0.0,-0.21875,-1.1037357209015128,0.2500000000000001,0.6712328767123286,-0.9090909090909093,0.7876254180602007,0.0,0.5588235294117647,0.7090909090909091,-0.700564971751412,-1.0444444444444445,-0.7631578947368421,1.010526315789473,-1.544303797468355,-1.3333333333333333,4.523809523809524,0.7751937984496122,1.6771653543307083,0.0,0.2605042016806723,-0.5,2.0,-0.5,-1.25,-3.724137931034482,STB,STB,0.27842024874536375,0.27802201794862447,0.272312997071717,-2.1869369625875548,1.176958237472867,0.19518033814551156,0.21641184171456282,0.024769362657819146,0.02427293759830747,0.06314523755757506,0.2762535848404767,0.2964763862766758,0.24957310300237098,0.19431191364485711,0.2212625952014824,0.06922391055976712,-0.997499218505783,-1.0,-1.0,1.0,0.24518201284796565,0.22571428571428548,0.0,-0.9090909090909093,0.0,0.2500000000000001,0.0,-0.7348148148148141,0.0,4.578313253012048,0.3773963660102275,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-11,-0.15853658536585388,0.14139901125274965,STB,-1.0,2010,0.032786885245901676,1.625,0.0,0.0,-0.21875,-1.1037357209015128,0.2500000000000001,0.6712328767123286,-0.9090909090909093,0.7876254180602007,0.0,0.5588235294117647,0.7090909090909091,-0.700564971751412,-1.0444444444444445,-0.7631578947368421,1.010526315789473,-1.544303797468355,-1.3333333333333333,4.523809523809524,0.7751937984496122,1.6771653543307083,0.0,0.2605042016806723,-0.5,2.0,-0.5,-1.25,-3.724137931034482,STB,STB,0.27842024874536375,0.27802201794862447,0.272312997071717,-0.8035087802754869,0.5621151558773859,0.19518033814551156,-0.8189974104788109,0.024769362657819146,-0.0448112278672381,0.040749656773240814,0.2762535848404767,0.2964763862766758,0.24957310300237098,0.19431191364485711,0.2212625952014824,0.06922391055976712,-0.9968740231322288,-1.0,-0.9832402234636871,-1.0,0.24518201284796565,0.22571428571428548,0.0,-0.9090909090909093,0.0,0.2500000000000001,0.0,-0.7348148148148141,0.0,4.578313253012048,0.3773963660102275,1.0,0.0,0.0,0.0,,0.0,0.0
2010-01-12,-0.23983739837398405,0.12005176098584965,STB,-1.0,2010,0.032786885245901676,1.625,0.0,0.0,-0.21875,-1.1037357209015128,0.2500000000000001,0.6712328767123286,-0.9090909090909093,0.7876254180602007,0.0,0.5588235294117647,0.7090909090909091,-0.700564971751412,-1.0444444444444445,-0.7631578947368421,1.010526315789473,-1.544303797468355,-1.3333333333333333,4.523809523809524,0.7751937984496122,1.6771653543307083,0.0,0.2605042016806723,-0.5,2.0,-0.5,-1.25,-3.724137931034482,STB,STB,-0.11913593715906594,0.27802201794862447,0.272312997071717,-1.5098249010716633,1.2955252960869215,0.19518033814551156,-1.751459564225634,0.024769362657819146,-0.18457707645047064,-0.005907337069323216,0.2762535848404767,0.2964763862766758,0.24957310300237098,0.19431191364485711,0.2212625952014824,0.06922391055976712,-0.9962488277586746,-1.0,-0.9776536312849162,-0.5,0.24518201284796565,0.22571428571428548,0.0,-0.9090909090909093,0.0,0.2500000000000001,0.0,-0.7348148148148141,0.0,4.578313253012048,0.3773963660102275,1.0,,,0.0,,0.0,0.0
2010-01-13,-0.21951219512195125,0.14555699072173642,STB,-1.0,2010,0.032786885245901676,1.625,0.0,0.0,-0.21875,-1.1037357209015128,0.2500000000000001,0.6712328767123286,-0.9090909090909093,0.7876254180602007,0.0,0.5588235294117647,0.7090909090909091,-0.700564971751412,-1.0444444444444445,-0.7631578947368421,1.010526315789473,-1.544303797468355,-1.3333333333333333,4.523809523809524,0.7751937984496122,1.6771653543307083,0.0,0.2605042016806723,-0.5,2.0,-0.5,-1.25,-3.724137931034482,STB,STB,-0.13775547312531788,0.27802201794862447,0.272312997071717,1.0794985006965307,1.380739609505001,0.19518033814551156,0.4529376928139537,0.024769362657819146,-0.2696962006772127,-0.06073626862650161,0.2762535848404767,0.2964763862766758,0.24957310300237098,0.19431191364485711,0.2212625952014824,0.06922391055976712,-0.9956236323851203,-1.0,-0.9720670391061452,0.0,0.24518201284796565,0.22571428571428548,0.0,-0.9090909090909093,0.0,0.2500000000000001,0.0,-0.7348148148148141,0.0,4.578313253012048,0.3773963660102275,1.0,,0.0,0.0,,0.0,0.0
2010-01-14,-0.23983739837398405,0.06952898532079659,STB,-1.0,2010,0.032786885245901676,1.625,0.0,0.0,-0.21875,-1.1037357209015128,0.2500000000000001,0.6712328767123286,-0.9090909090909093,0.7876254180602007,0.0,0.5588235294117647,0.7090909090909091,-0.700564971751412,-1.0444444444444445,-0.7631578947368421,1.010526315789473,-1.544303797468355,-1.3333333333333333,4.523809523809524,0.7751937984496122,1.6771653543307083,0.0,0.2605042016806723,-0.5,2.0,-0.5,-1.25,-3.724137931034482,STB,STB,-0.16917594006836875,0.27802201794862447,0.272312997071717,-1.2995640507546342,0.20497630499275624,0.19518033814551156,-0.44907303673191945,0.024769362657819146,-0.3544034564991767,-0.1220180564473797,0.2762535848404767,0.2964763862766758,0.24957310300237098,0.19431191364485711,0.2212625952014824,0.06922391055976712,-0.9949984370115661,-1.0,-0.9664804469273743,0.5,0.24518201284796565,0.22571428571428548,0.0,-0.9090909090909093,0.0,0.2500000000000001,0.0,-0.7348148148148141,0.0,4.578313253012048,0.3773963660102275,1.0,0.0,0.0,0.0,,0.0,0.0
2010-01-15,-0.27845528455284574,0.11124336807420711,STB,-1.0,2010,0.032786885245901676,1.625,0.0,0.0,-0.21875,-1.1037357209015128,0.2500000000000001,0.6712328767123286,-0.9090909090909093,0.7876254180602007,0.0,0.5588235294117647,0.7090909090909091,-0.700564971751412,-1.0444444444444445,-0.7631578947368421,1.010526315789473,-1.544303797468355,-1.3333333333333333,4.523809523809524,0.7751937984496122,1.6771653543307083,0.0,0.2605042016806723,-0.5,2.0,-0.5,-1.25,-3.724137931034482,STB,STB,-0.19768710451669202,0.27802201794862447,0.272312997071717,-0.44784051705681266,0.1932654964682015,0.19518033814551156,-0.8605816163464874,0.024769362657819146,-0.45734033942536,-0.19221074981620895,0.2762535848404767,0.2964763862766758,0.24957310300237098,0.19431191364485711,0.2212625952014824,0.06922391055976712,-0.9943732416380119,-1.0,-0.9608938547486033,1.0,0.24518201284796565,0.22571428571428548,0.0,-0.9090909090909093,0.0,0.2500000000000001,0.0,-0.7348148148148141,0.0,4.578313253012048,0.3773963660102275,1.0,0.0,0.0,0.0,,,0.0
